gene_symbol,statistic,dm,p.value,mean_pnet,mean_norm,pval_log
ZBTB20,-0.02276084156798151,-7.307969867562658e-4,0.982186700957411,0.08521744972697398,0.08594824671373026,0.007805950615647878
ZBTB3,-1.0373171494128388,-0.023891146660763862,0.3184985383707791,0.07998525452739344,0.10387640118815729,0.49689255635519824
ZBTB41,0.3147326233978003,0.010161586379004509,0.7579591597076902,0.0997982368724646,0.08963665049346009,0.1203541943566337
ZBTB42,-0.41508225078029226,-0.010765528328184823,0.6848504887821418,0.06273504402676293,0.07350057235494774,0.16440422994421003
ZBTB45,0.4499633842517437,0.019573190992083295,0.6601484471481545,0.10369724716797056,0.08412405617588728,0.1803583939609857
ZBTB46-AS1,-0.4610989917311061,-0.02351483944070376,0.6523471702402199,0.7591643505199542,0.782679189960658,0.18552121716297615
ZBTB5,0.0544654735343929,0.0016370388803919889,0.9573924527905562,0.08934022894422507,0.08770319006383308,0.01891000042241621
ZBTB7A,0.5708007024781097,0.014079383448629065,0.5778687397620622,0.09293014383137713,0.07885076038274806,0.23817079838019709
ZBTB7B,-1.224655392238446,-0.03324557301431828,0.242433925060329,0.033851595284080355,0.06709716829839862,0.6154066071312254
ZBTB9,-1.0465769411834516,-0.03411892311941911,0.31436461489259626,0.039279941068303154,0.07339886418772226,0.5025663443811863
ZC2HC1A,-0.21015318539410915,-8.942146199080944e-4,0.8368060153481613,0.0203472059673789,0.02124142058728699,0.07737520655624232
ZC3H10,-0.7598543931754047,-0.02225082014172483,0.4609000787883847,0.045519043798435604,0.06776986394016044,0.33639321763517205
ZC3H11A,0.3099065454246136,0.011576390810555698,0.7615439592491412,0.14460040732077672,0.133024016510221,0.1183050224549123
ZC3H12A,0.11742967305004531,0.004163377886952105,0.9083144770205149,0.08530746614651168,0.08114408825955957,0.04176376382546868
ZC3H12C,-0.13145729609313525,-0.003562453851512104,0.8974262428746541,0.07669222094366372,0.08025467479517584,0.04700123481519073
ZC3H13,-0.5789913447915779,-0.022525306997530012,0.5724911116375353,0.09626600564320552,0.11879131264073553,0.2422312516897992
ZC3H15,0.1713241529597373,0.0061126248316797915,0.8666068961203516,0.0927863293521098,0.08667370452043002,0.06217785934145603
